Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2018,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2018,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2018,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2018,Counts,1,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2018,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2018,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2018,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,1,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2019,Counts,1,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2019,Counts,1,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2019,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,3,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2020,Counts,2,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2020,Counts,1,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2020,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2020,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2020,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2020,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2020,Counts,3,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2020,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2020,Counts,0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2020,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2016,Counts,48,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2016,Counts,23,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2016,Counts,116,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2016,Counts,1,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2016,Counts,448,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2016,Counts,1292,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2016,Counts,41,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Female,Total,2016,Counts,132,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,Foreign citizens,Female,Total,2016,Counts,4,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2017,Counts,71,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2017,Counts,1114,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2017,Counts,95,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2017,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,26,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2017,Counts,2,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2017,Counts,24,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2017,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,Counts,770,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2017,Counts,796,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2018,Counts,102,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2018,Counts,498,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,13,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,Counts,1,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2018,Counts,12,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2018,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,Counts,742,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2018,Counts,755,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2019,Counts,122,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2019,Counts,499,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2019,Counts,97,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2019,Counts,12,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,13,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2019,Counts,2,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2019,Counts,11,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2019,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,Counts,692,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2019,Counts,705,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,4,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2020,Counts,1,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2020,Counts,3,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2020,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2020,Counts,447,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2020,Counts,451,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2016,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2016,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2016,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2016,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2016,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2016,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2016,Counts,27,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2016,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Female,Total,2016,Counts,3,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,Foreign citizens,Female,Total,2016,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2017,Counts,21,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,10,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2017,Counts,9,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2017,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2017,Counts,3,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2017,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2017,Counts,4,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2017,Counts,16,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2017,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2017,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2017,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,17,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,Counts,16,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2018,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,2,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2018,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,Counts,3,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2018,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2018,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2018,Counts,23,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2018,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2018,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2018,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2018,Counts,23,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2018,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Female,Total,2018,Counts,3,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,Foreign citizens,Female,Total,2018,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2019,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2019,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2019,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2019,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2019,Counts,7,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2019,Counts,8,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2019,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2019,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2019,Counts,2,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2019,Counts,16,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2019,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Female,Total,2019,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,23,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2020,Counts,16,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2020,Counts,7,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,2,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown,Female,Total,2020,Counts,12,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2020,Counts,2,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2020,Counts,1,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2020,Counts,2,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2020,Counts,32,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2020,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2020,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2020,Counts,4,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2020,Counts,39,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2020,Counts,0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Female,Total,2020,Counts,4,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2016,Counts,6,CTS/SDG
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2017,Counts,8,CTS/SDG
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,Counts,6,CTS/SDG
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2019,Counts,7,CTS/SDG
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2020,Counts,2,CTS/SDG
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,Counts,33,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2016,Counts,25,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2016,Counts,8,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,5,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,Counts,428,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2016,Counts,50,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2016,Counts,25,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2016,Counts,112,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2016,Counts,279,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2016,Counts,442,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2016,Counts,2,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Female,Total,2016,Counts,50,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,by citizenship,Foreign citizens,Female,Total,2016,Counts,0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,32,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2017,Counts,21,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2017,Counts,11,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,8,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2017,Counts,34,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2017,Counts,25,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2017,Counts,109,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2017,Counts,223,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,Counts,351,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2018,Counts,67,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2018,Counts,34,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2018,Counts,167,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2018,Counts,108,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,13,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,Counts,11,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2018,Counts,2,CTS
