Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2016,Counts,57,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by country of repatriation,Colombia,Total,Total,2016,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by country of repatriation,Latvia,Total,Total,2016,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by country of repatriation,Paraguay,Total,Total,2016,Counts,14,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by country of repatriation,Portugal,Total,Total,2016,Counts,14,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2016,Counts,25,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,148,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,24,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2017,Counts,58,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,155,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Brazil,Total,Total,2017,Counts,6,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Bulgaria,Total,Total,2017,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,China,Total,Total,2017,Counts,24,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Morocco,Total,Total,2017,Counts,10,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nationals,Total,Total,2017,Counts,15,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2017,Counts,54,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Paraguay,Total,Total,2017,Counts,10,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2017,Counts,63,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Venezuela (Bolivarian Republic of),Total,Total,2017,Counts,13,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2017,Counts,54,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2017,Counts,9,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2017,Counts,146,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Nationals,Total,Total,2017,Counts,22,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Nigeria,Total,Total,2017,Counts,16,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Russian Federation,Total,Total,2017,Counts,16,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,65,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,94,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,128,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Brazil,Total,Total,2018,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Bulgaria,Total,Total,2018,Counts,9,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,China,Total,Total,2018,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Colombia,Total,Total,2018,Counts,23,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2018,Counts,34,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Paraguay,Total,Total,2018,Counts,6,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Portugal,Total,Total,2018,Counts,12,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Republic of Moldova,Total,Total,2018,Counts,23,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2018,Counts,50,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Venezuela (Bolivarian Republic of),Total,Total,2018,Counts,20,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,VIETNAM,Total,Total,2018,Counts,24,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2018,Counts,90,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2018,Counts,6,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2018,Counts,122,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Nigeria,Total,Total,2018,Counts,33,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Romania,Total,Total,2018,Counts,21,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by form of exploitation,Forced labour,Total,Total,2018,Counts,15,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,46,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2019,Counts,192,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,294,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Brazil,Total,Total,2019,Counts,21,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Bulgaria,Total,Total,2019,Counts,28,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Colombia,Total,Total,2019,Counts,59,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Dominican Republic,Total,Total,2019,Counts,7,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Morocco,Total,Total,2019,Counts,9,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nationals,Total,Total,2019,Counts,12,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nicaragua,Total,Total,2019,Counts,28,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2019,Counts,31,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Paraguay,Total,Total,2019,Counts,24,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Republic of Moldova,Total,Total,2019,Counts,47,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2019,Counts,116,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,SENEGAL,Total,Total,2019,Counts,17,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,UCRANIA,Total,Total,2019,Counts,11,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Venezuela (Bolivarian Republic of),Total,Total,2019,Counts,75,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,VIETNAM,Total,Total,2019,Counts,12,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2019,Counts,15,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2019,Counts,177,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2019,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2019,Counts,289,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Nationals,Total,Total,2019,Counts,17,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Nigeria,Total,Total,2019,Counts,30,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Romania,Total,Total,2019,Counts,20,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Russian Federation,Total,Total,2019,Counts,7,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,81,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Brazil,Total,Total,2020,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,China,Total,Total,2020,Counts,8,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Colombia,Total,Total,2020,Counts,63,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Honduras,Total,Total,2020,Counts,39,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Lithuania,Total,Total,2020,Counts,8,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Morocco,Total,Total,2020,Counts,9,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nationals,Total,Total,2020,Counts,6,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nicaragua,Total,Total,2020,Counts,13,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2020,Counts,9,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Paraguay,Total,Total,2020,Counts,21,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Peru,Total,Total,2020,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2020,Counts,45,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by citizenship,Venezuela (Bolivarian Republic of),Total,Total,2020,Counts,14,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2020,Counts,98,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2020,Counts,99,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2020,Counts,157,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,158,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Nationals,Total,Total,2020,Counts,5,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by citizenship,Nigeria,Total,Total,2020,Counts,30,GLOTIP
ESP,Spain,Europe,Southern Europe,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,40,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2021,Counts,51,GLOTIP
ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2021,Counts,136,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by citizenship,Estonia,Total,Total,2016,Counts,7,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,8,GLOTIP
EST,Estonia,Europe,Northern Europe,Persons convicted,by form of exploitation,Forced labour,Total,Total,2016,Counts,7,GLOTIP
EST,Estonia,Europe,Northern Europe,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,11,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nationals,Total,Total,2017,Counts,8,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,6,GLOTIP
EST,Estonia,Europe,Northern Europe,Persons convicted,by citizenship,Nationals,Total,Total,2017,Counts,7,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nationals,Total,Total,2018,Counts,10,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,10,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nationals,Total,Total,2019,Counts,12,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2019,Counts,10,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,10,GLOTIP
EST,Estonia,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nationals,Total,Total,2020,Counts,5,GLOTIP
EST,Estonia,Europe,Northern Europe,Persons convicted,by citizenship,Nationals,Total,Total,2020,Counts,8,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2016,Counts,61,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,45,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Afghanistan,Total,Total,2016,Counts,15,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Bangladesh,Total,Total,2016,Counts,7,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Iraq,Total,Total,2016,Counts,10,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2016,Counts,22,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Somalia,Total,Total,2016,Counts,23,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Thailand,Total,Total,2016,Counts,26,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by country of repatriation,Hungary,Total,Total,2016,Counts,8,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by country of repatriation,Lithuania,Total,Total,2016,Counts,11,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by country of repatriation,Slovakia,Total,Total,2016,Counts,21,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2017,Counts,58,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,46,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Afghanistan,Total,Total,2017,Counts,19,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Bangladesh,Total,Total,2017,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Bosnia and Herzegovina,Total,Total,2017,Counts,9,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Iraq,Total,Total,2017,Counts,11,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2017,Counts,18,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Somalia,Total,Total,2017,Counts,20,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Ukraine,Total,Total,2017,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2017,Counts,8,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2017,Counts,54,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2017,Counts,43,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,63,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,65,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Afghanistan,Total,Total,2018,Counts,19,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Bangladesh,Total,Total,2018,Counts,6,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Eritrea,Total,Total,2018,Counts,9,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Iran (Islamic Republic of),Total,Total,2018,Counts,8,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Iraq,Total,Total,2018,Counts,20,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2018,Counts,23,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Republic of Moldova,Total,Total,2018,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Somalia,Total,Total,2018,Counts,18,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2018,Counts,59,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2018,Counts,61,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2019,Counts,76,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,81,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Afghanistan,Total,Total,2019,Counts,29,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Cameroon,Total,Total,2019,Counts,11,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Finland,Total,Total,2019,Counts,6,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Gambia,Total,Total,2019,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Iran (Islamic Republic of),Total,Total,2019,Counts,8,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Iraq,Total,Total,2019,Counts,34,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nepal,Total,Total,2019,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2019,Counts,29,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2019,Counts,6,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Somalia,Total,Total,2019,Counts,36,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Ukraine,Total,Total,2019,Counts,6,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2019,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2019,Counts,71,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,0 to 17 years,2019,Counts,6,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2019,Counts,75,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2020,Counts,122,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2020,Counts,62,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Afghanistan,Total,Total,2020,Counts,20,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Albania,Total,Total,2020,Counts,11,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Cameroon,Total,Total,2020,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Finland,Total,Total,2020,Counts,16,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Gambia,Total,Total,2020,Counts,6,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Iraq,Total,Total,2020,Counts,42,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nepal,Total,Total,2020,Counts,12,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2020,Counts,18,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2020,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Russian Federation,Total,Total,2020,Counts,5,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Somalia,Total,Total,2020,Counts,30,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,0 to 17 years,2020,Counts,6,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,18 years or over,2020,Counts,116,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,18 years or over,2020,Counts,59,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2021,Counts,105,GLOTIP
FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2021,Counts,68,GLOTIP
FJI,Fiji,Oceania,Melanesia,Detected trafficking victims,by country of repatriation,Indonesia,Total,Total,2016,Counts,12,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Albania,Total,Total,2016,Counts,17,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Bangladesh,Total,Total,2016,Counts,15,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Bulgaria,Total,Total,2016,Counts,48,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Cameroon,Total,Total,2016,Counts,17,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,China,Total,Total,2016,Counts,205,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Colombia,Total,Total,2016,Counts,10,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Dominican Republic,Total,Total,2016,Counts,13,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,France,Total,Total,2016,Counts,565,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Hungary,Total,Total,2016,Counts,11,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Mauritius,Total,Total,2016,Counts,16,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Morocco,Total,Total,2016,Counts,49,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2016,Counts,93,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Peru,Total,Total,2016,Counts,24,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Portugal,Total,Total,2016,Counts,12,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2016,Counts,101,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by citizenship,Unknown,Total,Total,2016,Counts,144,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2016,Counts,64,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2016,Counts,981,GLOTIP
FRA,France,Europe,Western Europe,Persons convicted,by form of exploitation,Sexual exploitation,Total,Total,2017,Counts,533,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2018,Counts,80,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2018,Counts,949,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Forced labour,Total,Total,2019,Counts,72,GLOTIP
FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Total,Total,2019,Counts,"1,052",GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Albania,Total,Total,2016,Counts,7,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Czechia,Total,Total,2016,Counts,21,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Hungary,Total,Total,2016,Counts,19,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Latvia,Total,Total,2016,Counts,12,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Lithuania,Total,Total,2016,Counts,16,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Nigeria,Total,Total,2016,Counts,17,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Poland,Total,Total,2016,Counts,88,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Romania,Total,Total,2016,Counts,76,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Slovakia,Total,Total,2016,Counts,30,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Uganda,Total,Total,2016,Counts,5,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,United Kingdom,Total,Total,2016,Counts,219,GLOTIP
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by citizenship,Viet Nam,Total,Total,2016,Counts,37,GLOTIP
