Country,Crime Type,Category,Year,Unit of measurement,VALUE,Source,0
Austria,Violent & Sexual Assault,Perpetrator unknown to the victim,2019,Counts,2539.0,CTS,1
Austria,Violent & Sexual Assault,Perpetrator unknown to the victim,2019,Counts,941.0,CTS,1
Austria,Violent & Sexual Assault,Perpetrator unknown to the victim,2019,Counts,403.0,CTS,1
Austria,Violent & Sexual Assault,Other Perpetrator known to the victim,2016,Counts,232.0,CTS,1
Austria,Violent & Sexual Assault,Other Perpetrator known to the victim,2016,Counts,50.0,CTS,1
Austria,Violent & Sexual Assault,Kidnapping,2020,Counts,3.0,CTS,1
Austria,Violent & Sexual Assault,Kidnapping,2019,Counts,6.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress: Cyber-related,2018,Counts,308.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress: Cyber-related,2017,Counts,359.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress: Cyber-related,2016,Counts,302.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress,2019,Counts,2056.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress,2018,Counts,2024.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress,2017,Counts,2295.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress,2016,Counts,2357.0,CTS,1
Austria,Violent & Sexual Assault,Acts intended to induce fear or emotional distress: Cyber-related,2019,Counts,330.0,CTS,1
Austria,Violent & Sexual Assault,Child pornography,2016,Counts,685.0,CTS,1
Austria,Violent & Sexual Assault,Child pornography,2017,Counts,740.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,635.0,CTS,1
Austria,Violent & Sexual Assault,Kidnapping,2018,Counts,5.0,CTS,1
Austria,Violent & Sexual Assault,Kidnapping,2017,Counts,3.0,CTS,1
Austria,Violent & Sexual Assault,Kidnapping,2016,Counts,2.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,874.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,252.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,133.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2020,Counts,121.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,888.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,245.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,154.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2019,Counts,149.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,217.0,CTS,1
Austria,Violent & Sexual Assault,Child pornography,2018,Counts,1172.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,121.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2018,Counts,104.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,555.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,81.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,48.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2017,Counts,39.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2016,Counts,532.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2016,Counts,75.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2016,Counts,54.0,CTS,1
Austria,Violent & Sexual Assault,Intimate partner or family member,2016,Counts,52.0,CTS,1
Austria,Violent & Sexual Assault,Child pornography,2019,Counts,1681.0,CTS,1
Azerbaijan,Economic,Theft: of a motorized vehicle,2019,Counts,187.0,CTS,1
Azerbaijan,Economic,Theft: of a motorized vehicle,2017,Counts,241.0,CTS,1
Azerbaijan,Economic,Theft: of a motorized vehicle,2016,Counts,252.0,CTS,1
Azerbaijan,Economic,Theft,2020,Counts,1883.0,CTS,1
Azerbaijan,Economic,Theft,2019,Counts,2236.0,CTS,1
Azerbaijan,Economic,Theft,2018,Counts,2438.0,CTS,1
Azerbaijan,Economic,Theft,2017,Counts,2854.0,CTS,1
Azerbaijan,Economic,Theft,2016,Counts,2407.0,CTS,1
Azerbaijan,Economic,Smuggling of migrants,2019,Counts,3.0,CTS,1
Azerbaijan,Economic,Smuggling of migrants,2018,Counts,1.0,CTS,1
Azerbaijan,Economic,Money laundering,2020,Counts,5.0,CTS,1
Azerbaijan,Economic,Money laundering,2019,Counts,12.0,CTS,1
Azerbaijan,Economic,Money laundering,2018,Counts,6.0,CTS,1
Azerbaijan,Economic,Money laundering,2017,Counts,2.0,CTS,1
Azerbaijan,Economic,Money laundering,2016,Counts,5.0,CTS,1
Azerbaijan,Economic,Fraud: Cyber-related (Cy),2020,Counts,1.0,CTS,1
Azerbaijan,Economic,Fraud: Cyber-related (Cy),2019,Counts,1.0,CTS,1
Azerbaijan,Economic,Fraud: Cyber-related (Cy),2018,Counts,1.0,CTS,1
Azerbaijan,Economic,Fraud: Cyber-related (Cy),2017,Counts,2.0,CTS,1
Azerbaijan,Economic,Fraud: Cyber-related (Cy),2016,Counts,3.0,CTS,1
Azerbaijan,Economic,Fraud,2020,Counts,2083.0,CTS,1
Azerbaijan,Economic,Fraud,2019,Counts,2112.0,CTS,1
Azerbaijan,Economic,Fraud,2018,Counts,2782.0,CTS,1
Azerbaijan,Economic,Fraud,2017,Counts,3856.0,CTS,1
Azerbaijan,Economic,Fraud,2016,Counts,4373.0,CTS,1
Azerbaijan,Economic,Corruption: Other acts of corruption,2020,Counts,192.0,CTS,1
Azerbaijan,Economic,Theft: of a motorized vehicle,2018,Counts,211.0,CTS,1
Azerbaijan,Economic,Theft: of a motorized vehicle,2020,Counts,190.0,CTS,1
Azerbaijan,Economic,Corruption: Other acts of corruption,2018,Counts,277.0,CTS,1
Azerbaijan,Economic,Trade or possession of protected or prohibited species of faune and flora,2016,Counts,1.0,CTS,1
Azerbaijan,Economic,Unlawful interference with a computer system or computer data,2019,Counts,1.0,CTS,1
Azerbaijan,Economic,Unlawful interception or access of computer data,2019,Counts,7.0,CTS,1
Azerbaijan,Economic,Unlawful interception or access of computer data,2018,Counts,2.0,CTS,1
Azerbaijan,Economic,Unlawful interception or access of computer data,2017,Counts,4.0,CTS,1
Azerbaijan,Economic,Unlawful access to a computer system,2019,Counts,1.0,CTS,1
Azerbaijan,Economic,Unlawful access to a computer system,2018,Counts,1.0,CTS,1
Azerbaijan,Economic,Unlawful access to a computer system,2017,Counts,1.0,CTS,1
Azerbaijan,Economic,Unlawful access to a computer system,2016,Counts,1.0,CTS,1
Azerbaijan,Economic,Trade or possession of protected or prohibited species of faune and flora,2019,Counts,1.0,CTS,1
Azerbaijan,Economic,Corruption: Other acts of corruption,2019,Counts,281.0,CTS,1
Azerbaijan,Economic,Corruption: Other acts of corruption,2017,Counts,162.0,CTS,1
Azerbaijan,Economic,Corruption: Other acts of corruption,2016,Counts,197.0,CTS,1
Azerbaijan,Economic,Corruption: Bribery,2020,Counts,119.0,CTS,1
Azerbaijan,Economic,Corruption: Bribery,2019,Counts,81.0,CTS,1
Azerbaijan,Economic,Corruption: Bribery,2018,Counts,79.0,CTS,1
Azerbaijan,Economic,Corruption: Bribery,2017,Counts,33.0,CTS,1
Azerbaijan,Economic,Corruption: Bribery,2016,Counts,44.0,CTS,1
Azerbaijan,Economic,Corruption,2020,Counts,311.0,CTS,1
Azerbaijan,Economic,Corruption,2019,Counts,362.0,CTS,1
Azerbaijan,Economic,Corruption,2018,Counts,356.0,CTS,1
Azerbaijan,Economic,Corruption,2017,Counts,195.0,CTS,1
Azerbaijan,Economic,Corruption,2016,Counts,241.0,CTS,1
Azerbaijan,Economic,Burglary,2020,Counts,4679.0,CTS,1
Azerbaijan,Economic,Burglary,2019,Counts,5200.0,CTS,1
Azerbaijan,Economic,Burglary,2018,Counts,5637.0,CTS,1
Azerbaijan,Economic,Burglary,2017,Counts,5245.0,CTS,1
Azerbaijan,Economic,Burglary,2016,Counts,4989.0,CTS,1
Azerbaijan,Economic,Acts that result in the depletion of degradation of natural resources,2019,Counts,169.0,CTS,1
Azerbaijan,Economic,Acts that result in the depletion of degradation of natural resources,2018,Counts,197.0,CTS,1
Azerbaijan,Economic,Acts that result in the depletion of degradation of natural resources,2017,Counts,162.0,CTS,1
Azerbaijan,Economic,Acts that result in the depletion of degradation of natural resources,2016,Counts,127.0,CTS,1
Azerbaijan,Economic,Acts that cause environmental pollution or degradation,2019,Counts,10.0,CTS,1
Azerbaijan,Economic,Acts that cause environmental pollution or degradation,2018,Counts,35.0,CTS,1
Azerbaijan,Economic,Acts involving the movement of dumping of waste,2017,Counts,1.0,CTS,1
Azerbaijan,Firearms,Unknown status on type,2016,Counts,0.0,IAFQ,3
Azerbaijan,Firearms,submachine gun,2017,Counts,0.0,IAFQ,3
Azerbaijan,Firearms,machine gun,2017,Counts,0.0,IAFQ,3
Azerbaijan,Firearms,Unknown status on type,2017,Counts,0.0,IAFQ,3
Azerbaijan,Firearms,rifle (Inlcuding Carbine),2017,Counts,2.0,IAFQ,2
Azerbaijan,Firearms,unknown,2018,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,unknown,2017,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,unknown,2016,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,submachine gun,2016,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,rifle (Inlcuding Carbine),2016,Counts,1.0,IAFQ,2
Azerbaijan,Firearms,otherwise illicitly manufactured,2019,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,other weapons,2017,Counts,7.0,IAFQ,2
Azerbaijan,Firearms,other,2019,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,other,2018,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,other,2017,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,other,2016,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,machine gun,2016,Counts,0.0,IAFQ,2
Azerbaijan,Firearms,Industrially manufactured arms,2017,Counts,193.0,IAFQ,1
Azerbaijan,Firearms,Industrially manufactured arms,2016,Counts,192.0,IAFQ,1
Azerbaijan,Firearms,Drugs,2017,Counts,15.0,IAFQ,1
Azerbaijan,Firearms,Drugs,2016,Counts,34.0,IAFQ,1
Azerbaijan,Firearms,Converted arms,2019,Counts,11.0,IAFQ,1
Azerbaijan,Firearms,Converted arms,2018,Counts,16.0,IAFQ,1
Azerbaijan,Firearms,Converted arms,2017,Counts,9.0,IAFQ,1
Azerbaijan,Firearms,Converted arms,2016,Counts,18.0,IAFQ,1
Azerbaijan,Firearms,Assembled arms,2019,Counts,4.0,IAFQ,1
Azerbaijan,Firearms,Assembled arms,2018,Counts,7.0,IAFQ,1
Azerbaijan,Firearms,Assembled arms,2017,Counts,10.0,IAFQ,1
Azerbaijan,Firearms,Assembled arms,2016,Counts,9.0,IAFQ,1
Azerbaijan,Firearms,Altered markings,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Altered markings,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Altered markings,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Altered markings,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Industrially manufactured arms,2018,Counts,205.0,IAFQ,1
Azerbaijan,Firearms,Industrially manufactured arms,2019,Counts,481.0,IAFQ,1
Azerbaijan,Firearms,Modified arms,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,illicit trafficking,2019,Counts,38.0,IAFQ,1
Azerbaijan,Firearms,illicit trafficking,2017,Counts,4.0,IAFQ,1
Azerbaijan,Firearms,illicit trafficking,2016,Counts,9.0,IAFQ,1
Azerbaijan,Firearms,illicit posession,2019,Counts,133.0,IAFQ,1
Azerbaijan,Firearms,illicit posession,2018,Counts,140.0,IAFQ,1
Azerbaijan,Firearms,illicit posession,2017,Counts,152.0,IAFQ,1
Azerbaijan,Firearms,illicit posession,2016,Counts,150.0,IAFQ,1
Azerbaijan,Firearms,illicit offences,2017,Counts,4.0,IAFQ,1
Azerbaijan,Firearms,illicit offences,2016,Counts,9.0,IAFQ,1
Azerbaijan,Firearms,illicit manufacture,2019,Counts,4.0,IAFQ,1
Azerbaijan,Firearms,illicit manufacture,2018,Counts,8.0,IAFQ,1
Azerbaijan,Firearms,illicit manufacture,2017,Counts,7.0,IAFQ,1
Azerbaijan,Firearms,illicit manufacture,2016,Counts,4.0,IAFQ,1
Azerbaijan,Firearms,altered marking,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,altered marking,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,altered marking,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,altered marking,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Violent crime,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Violent crime,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Unknown status regarding marking,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Unknown status regarding marking,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Unknown status regarding marking,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Unknown status regarding marking,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Unknown status on type,2019,Counts,28.0,IAFQ,1
Azerbaijan,Firearms,Unknown status on type,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - tracing procedure pending,2019,Counts,189.0,IAFQ,1
Azerbaijan,Firearms,illicit trafficking,2018,Counts,41.0,IAFQ,1
Azerbaijan,Firearms,illicit use,2016,Counts,56.0,IAFQ,1
Azerbaijan,Firearms,Modified arms,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,illicit use,2017,Counts,49.0,IAFQ,1
Azerbaijan,Firearms,otherwise illicitly manufactured,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,otherwise illicitly manufactured,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,other weapons,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,other weapons,2018,Counts,3.0,IAFQ,1
Azerbaijan,Firearms,other weapons,2017,Counts,113.0,IAFQ,1
Azerbaijan,Firearms,other weapons,2016,Counts,60.0,IAFQ,1
Azerbaijan,Firearms,other weapons,2016,Counts,14.0,IAFQ,1
Azerbaijan,Firearms,other weapons,2016,Counts,8.0,IAFQ,1
Azerbaijan,Firearms,no marking,2019,Counts,46.0,IAFQ,1
Azerbaijan,Firearms,no marking,2018,Counts,29.0,IAFQ,1
Azerbaijan,Firearms,no marking,2017,Counts,27.0,IAFQ,1
Azerbaijan,Firearms,no marking,2016,Counts,42.0,IAFQ,1
Azerbaijan,Firearms,national territory,2019,Counts,264.0,IAFQ,1
Azerbaijan,Firearms,national territory,2018,Counts,238.0,IAFQ,1
Azerbaijan,Firearms,national territory,2017,Counts,212.0,IAFQ,1
Azerbaijan,Firearms,national territory,2016,Counts,219.0,IAFQ,1
Azerbaijan,Firearms,machine gun,2019,Counts,1.0,IAFQ,1
Azerbaijan,Firearms,machine gun,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,machine gun,2016,Counts,2.0,IAFQ,1
Azerbaijan,Firearms,land borders,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,land borders,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,land borders,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,land borders,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,illicit use,2019,Counts,57.0,IAFQ,1
Azerbaijan,Firearms,illicit use,2018,Counts,49.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - tracing procedure pending,2018,Counts,46.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - tracing procedure pending,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - tracing procedure pending,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,"Uniquely identifiable - tracing attempted, no point of diversion identified",2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in foreign registry,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in foreign registry,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in foreign registry,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Terrorism,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Terrorism,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Reactivated arms,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Reactivated arms,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Reactivated arms,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Reactivated arms,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other trafficking,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other trafficking,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other forms of organized crime,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other forms of organized crime,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other arms offences,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other arms offences,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Other,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Not uniquely identifiable - No further information available,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Not uniquely identifiable - No further information available,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Not uniquely identifiable - Illicitly manufactured,2017,Counts,7.0,IAFQ,1
Azerbaijan,Firearms,Not uniquely identifiable - Illicitly manufactured,2016,Counts,4.0,IAFQ,1
Azerbaijan,Firearms,Not uniquely identifiable - Erased or altered marking,2017,Counts,20.0,IAFQ,1
Azerbaijan,Firearms,Not uniquely identifiable - Erased or altered marking,2016,Counts,38.0,IAFQ,1
Azerbaijan,Firearms,Modified arms,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Modified arms,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in foreign registry,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in national registry,2016,Counts,91.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in national registry,2017,Counts,133.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - point of diversion otherwise identified,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,"Uniquely identifiable - tracing attempted, no point of diversion identified",2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,"Uniquely identifiable - tracing attempted, no point of diversion identified",2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,"Uniquely identifiable - tracing attempted, no point of diversion identified",2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - total uniquely identifiable through marking,2019,Counts,450.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - total uniquely identifiable through marking,2018,Counts,209.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - total uniquely identifiable through marking,2017,Counts,185.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - total uniquely identifiable through marking,2017,Counts,74.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - total uniquely identifiable through marking,2016,Counts,177.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - total uniquely identifiable through marking,2016,Counts,72.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - point of diversion otherwise identified,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - point of diversion otherwise identified,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - point of diversion otherwise identified,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in national registry,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - no tracing procedure initiated,2019,Counts,183.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - no tracing procedure initiated,2018,Counts,85.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - no tracing procedure initiated,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - no tracing procedure initiated,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from legitimate owner in national registry,2019,Counts,9.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from legitimate owner in national registry,2018,Counts,78.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from legitimate owner in national registry,2017,Counts,74.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from legitimate owner in national registry,2017,Counts,52.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from legitimate owner in national registry,2016,Counts,86.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from legitimate owner in national registry,2016,Counts,72.0,IAFQ,1
Azerbaijan,Firearms,Uniquely identifiable - from illegitimate owner in national registry,2019,Counts,69.0,IAFQ,1
Azerbaijan,Firearms,otherwise illicitly manufactured,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,otherwise illicitly manufactured,2018,Counts,10.0,IAFQ,1
Azerbaijan,Firearms,pistol,2016,Counts,28.0,IAFQ,1
Azerbaijan,Firearms,pistol,2016,Counts,31.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2016,Counts,177.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2016,Counts,52.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2016,Counts,28.0,IAFQ,1
Azerbaijan,Firearms,rifle (Inlcuding Carbine),2019,Counts,2.0,IAFQ,1
Azerbaijan,Firearms,rifle (Inlcuding Carbine),2018,Counts,1.0,IAFQ,1
Azerbaijan,Firearms,rifle (Inlcuding Carbine),2017,Counts,1.0,IAFQ,1
Azerbaijan,Firearms,rifle (Inlcuding Carbine),2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,revolver,2019,Counts,9.0,IAFQ,1
Azerbaijan,Firearms,revolver,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,revolver,2017,Counts,4.0,IAFQ,1
Azerbaijan,Firearms,revolver,2017,Counts,1.0,IAFQ,1
Azerbaijan,Firearms,revolver,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,revolver,2016,Counts,7.0,IAFQ,1
Azerbaijan,Firearms,revolver,2016,Counts,2.0,IAFQ,1
Azerbaijan,Firearms,revolver,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,planes and airports,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,planes and airports,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,planes and airports,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,planes and airports,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,pistol,2019,Counts,81.0,IAFQ,1
Azerbaijan,Firearms,pistol,2018,Counts,14.0,IAFQ,1
Azerbaijan,Firearms,pistol,2017,Counts,65.0,IAFQ,1
Azerbaijan,Firearms,pistol,2017,Counts,23.0,IAFQ,1
Azerbaijan,Firearms,pistol,2017,Counts,21.0,IAFQ,1
Azerbaijan,Firearms,pistol,2016,Counts,97.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2017,Counts,28.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2017,Counts,42.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2017,Counts,215.0,IAFQ,1
Azerbaijan,Firearms,unknown Status On Marking,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,vessels and harbours,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,vessels and harbours,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,vessels and harbours,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,vessels and harbours,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,unknown Status On Marking,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,unknown Status On Marking,2017,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2018,Counts,220.0,IAFQ,1
Azerbaijan,Firearms,unknown Status On Marking,2016,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,unknown,2019,Counts,264.0,IAFQ,1
Azerbaijan,Firearms,unknown,2019,Counts,232.0,IAFQ,1
Azerbaijan,Firearms,uniquely marked,2019,Counts,450.0,IAFQ,1
Azerbaijan,Firearms,uniquely marked,2018,Counts,209.0,IAFQ,1
Azerbaijan,Firearms,uniquely marked,2017,Counts,185.0,IAFQ,1
Azerbaijan,Firearms,uniquely marked,2016,Counts,177.0,IAFQ,1
Azerbaijan,Firearms,submachine gun,2019,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,submachine gun,2018,Counts,0.0,IAFQ,1
Azerbaijan,Firearms,submachine gun,2016,Counts,2.0,IAFQ,1
Azerbaijan,Firearms,shotgun (Including Short Carbine),2019,Counts,375.0,IAFQ,1
Azerbaijan,Homicide,Organized criminal groups or gangs,2017,Counts,1.0,CTS,2
Azerbaijan,Homicide,Foreign citizens,2019,Counts,1.0,CTS,2
Azerbaijan,Homicide,Foreign citizens,2017,Counts,1.0,CTS,2
Azerbaijan,Homicide,Socio-political homicide,2019,Counts,1.0,CTS,2
Azerbaijan,Homicide,Foreign citizens,2016,Counts,1.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives - firearms,2020,Counts,18.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives - firearms,2019,Counts,19.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives - firearms,2018,Counts,15.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives - firearms,2017,Counts,18.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives - firearms,2016,Counts,18.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives,2020,Counts,18.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives,2019,Counts,19.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives,2018,Counts,15.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives,2017,Counts,18.0,CTS,1
Azerbaijan,Homicide,Firearms or explosives,2016,Counts,20.0,CTS,1
Azerbaijan,Homicide,Another weapon - sharp object,2020,Counts,91.0,CTS,1
Azerbaijan,Homicide,Another weapon - sharp object,2019,Counts,78.0,CTS,1
Azerbaijan,Homicide,Another weapon - sharp object,2018,Counts,89.0,CTS,1
Azerbaijan,Homicide,Another weapon - sharp object,2017,Counts,88.0,CTS,1
Azerbaijan,Homicide,Another weapon - sharp object,2016,Counts,104.0,CTS,1
Azerbaijan,Homicide,Another weapon,2020,Counts,119.0,CTS,1
Azerbaijan,Homicide,Another weapon,2019,Counts,90.0,CTS,1
Azerbaijan,Homicide,Another weapon,2018,Counts,101.0,CTS,1
Azerbaijan,Homicide,Another weapon,2017,Counts,107.0,CTS,1
Azerbaijan,Homicide,Another weapon,2016,Counts,113.0,CTS,1
Azerbaijan,Homicide,3rd largest city,2020,Counts,3.0,CTS,1
Azerbaijan,Homicide,3rd largest city,2019,Counts,7.0,CTS,1
Azerbaijan,Homicide,3rd largest city,2018,Counts,10.0,CTS,1
