,Country,Category,Year,Unit of measurement,VALUE,Source,Crime Type,ISO3_code,ISO2_code,PopTotal
10543,Peru,Unknown status on type,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10544,Peru,Unknown status on type,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10545,Peru,other weapons,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10546,Peru,submachine gun,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10547,Peru,submachine gun,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10548,Peru,submachine gun,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10549,Peru,submachine gun,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10550,Peru,machine gun,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10551,Peru,machine gun,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10552,Peru,rifle (Inlcuding Carbine),2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10553,Peru,rifle (Inlcuding Carbine),2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10554,Peru,revolver,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10555,Peru,unknown,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10556,Peru,unknown,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10557,Peru,unknown,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10558,Peru,unknown,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10559,Peru,other,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10560,Peru,other,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10561,Peru,other,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10562,Peru,other,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10563,Peru,land borders,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10564,Peru,land borders,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10565,Peru,land borders,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10566,Peru,land borders,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10567,Peru,vessels and harbours,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10568,Peru,vessels and harbours,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10569,Peru,vessels and harbours,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10570,Peru,vessels and harbours,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10571,Peru,planes and airports,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10572,Peru,planes and airports,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10573,Peru,planes and airports,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10574,Peru,planes and airports,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10575,Peru,Other forms of organized crime,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10576,Peru,Other forms of organized crime,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10577,Peru,Other trafficking,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10578,Peru,Other trafficking,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10579,Peru,illicit offences,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10580,Peru,other,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10581,Peru,other,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10582,Peru,unknown,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10583,Peru,unknown,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10584,Peru,unknown,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10585,Peru,Altered markings,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10586,Peru,Altered markings,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10587,Peru,Altered markings,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10588,Peru,Altered markings,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10589,Peru,illicit manufacture,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10590,Peru,illicit manufacture,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10591,Peru,illicit trafficking,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10592,Peru,illicit trafficking,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10593,Peru,illicit use,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10594,Peru,illicit posession,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10595,Peru,illicit posession,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10596,Peru,unknown Status On Marking,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10597,Peru,unknown Status On Marking,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10598,Peru,altered marking,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10599,Peru,no marking,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10600,Peru,no marking,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10601,Peru,no marking,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10602,Peru,uniquely marked,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10603,Peru,otherwise illicitly manufactured,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10604,Peru,otherwise illicitly manufactured,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10605,Peru,otherwise illicitly manufactured,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10606,Peru,otherwise illicitly manufactured,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10607,Peru,Modified arms,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10608,Peru,Modified arms,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10609,Peru,Modified arms,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10610,Peru,Modified arms,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10611,Peru,Reactivated arms,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10612,Peru,Reactivated arms,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10613,Peru,Reactivated arms,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10614,Peru,Reactivated arms,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10615,Peru,Assembled arms,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10616,Peru,Assembled arms,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10617,Peru,Assembled arms,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10618,Peru,Assembled arms,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10619,Peru,Converted arms,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10620,Peru,Converted arms,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10621,Peru,Industrially manufactured arms,2018,Counts,0.0,IAFQ,Firearms,PER,PE,32203.944
10622,Peru,Unknown status on type,2017,Counts,0.0,IAFQ/SOF,Firearms,PER,PE,31605.486
10623,Peru,Unknown status on type,2020,Counts,0.0,IAFQ/SOF,Firearms,PER,PE,33304.756
10624,Peru,Unknown status on type,2018,Counts,0.0,IAFQ/SOF,Firearms,PER,PE,32203.944
10625,Peru,Unknown status on type,2016,Counts,0.0,IAFQ/SOF,Firearms,PER,PE,31132.779
10626,Peru,submachine gun,2016,Counts,0.0,IAFQ/SOF,Firearms,PER,PE,31132.779
10627,Peru,submachine gun,2017,Counts,0.0,IAFQ/SOF,Firearms,PER,PE,31605.486
10628,Peru,submachine gun,2018,Counts,0.0,IAFQ/SOF,Firearms,PER,PE,32203.944
10629,Peru,machine gun,2018,Counts,0.0,SOF/IAFQ,Firearms,PER,PE,32203.944
10630,Peru,revolver,2017,Counts,1.0,IAFQ,Firearms,PER,PE,31605.486
10631,Peru,machine gun,2017,Counts,1.0,IAFQ,Firearms,PER,PE,31605.486
10632,Peru,other weapons,2016,Counts,1.0,IAFQ,Firearms,PER,PE,31132.779
10633,Peru,submachine gun,2020,Counts,2.0,IAFQ/SOF,Firearms,PER,PE,33304.756
10634,Peru,Violent crime,2016,Counts,2.0,IAFQ,Firearms,PER,PE,31132.779
10635,Peru,other weapons,2018,Counts,3.0,IAFQ/SOF,Firearms,PER,PE,32203.944
10636,Peru,Converted arms,2018,Counts,3.0,IAFQ,Firearms,PER,PE,32203.944
10637,Peru,illicit manufacture,2018,Counts,3.0,IAFQ,Firearms,PER,PE,32203.944
10638,Peru,Other forms of organized crime,2020,Counts,3.0,IAFQ,Firearms,PER,PE,33304.756
10639,Peru,pistol,2016,Counts,3.0,IAFQ,Firearms,PER,PE,31132.779
10640,Peru,machine gun,2016,Counts,3.0,IAFQ,Firearms,PER,PE,31132.779
10641,Peru,Other trafficking,2020,Counts,4.0,IAFQ,Firearms,PER,PE,33304.756
10642,Peru,pistol,2017,Counts,4.0,IAFQ,Firearms,PER,PE,31605.486
10643,Peru,shotgun (Including Short Carbine),2016,Counts,3.0,IAFQ,Firearms,PER,PE,31132.779
10644,Peru,rifle (Inlcuding Carbine),2017,Counts,5.0,IAFQ,Firearms,PER,PE,31605.486
10645,Peru,rifle (Inlcuding Carbine),2018,Counts,6.0,IAFQ/SOF,Firearms,PER,PE,32203.944
10646,Peru,illicit use,2020,Counts,6.0,IAFQ,Firearms,PER,PE,33304.756
10647,Peru,Terrorism,2020,Counts,6.0,IAFQ,Firearms,PER,PE,33304.756
10648,Peru,altered marking,2017,Counts,6.0,IAFQ,Firearms,PER,PE,31605.486
10649,Peru,Converted arms,2016,Counts,7.0,IAFQ,Firearms,PER,PE,31132.779
10650,Peru,machine gun,2020,Counts,8.0,SOF/IAFQ,Firearms,PER,PE,33304.756
10651,Peru,other weapons,2017,Counts,8.0,IAFQ,Firearms,PER,PE,31605.486
10652,Peru,machine gun,2017,Counts,13.0,SOF/IAFQ,Firearms,PER,PE,31605.486
10653,Peru,machine gun,2016,Counts,14.0,SOF/IAFQ,Firearms,PER,PE,31132.779
10654,Peru,Violent crime,2017,Counts,14.0,IAFQ,Firearms,PER,PE,31605.486
10655,Peru,illicit trafficking,2017,Counts,15.0,IAFQ,Firearms,PER,PE,31605.486
10656,Peru,illicit offences,2017,Counts,15.0,IAFQ,Firearms,PER,PE,31605.486
10657,Peru,Violent crime,2020,Counts,17.0,IAFQ,Firearms,PER,PE,33304.756
10658,Peru,shotgun (Including Short Carbine),2018,Counts,18.0,IAFQ/SOF,Firearms,PER,PE,32203.944
10659,Peru,shotgun (Including Short Carbine),2017,Counts,42.0,IAFQ,Firearms,PER,PE,31605.486
10660,Peru,Terrorism,2016,Counts,22.0,IAFQ,Firearms,PER,PE,31132.779
10661,Peru,revolver,2016,Counts,26.0,IAFQ,Firearms,PER,PE,31132.779
10662,Peru,rifle (Inlcuding Carbine),2016,Counts,29.0,IAFQ/SOF,Firearms,PER,PE,31132.779
10663,Peru,rifle (Inlcuding Carbine),2017,Counts,32.0,IAFQ/SOF,Firearms,PER,PE,31605.486
10664,Peru,pistol,2016,Counts,34.0,IAFQ,Firearms,PER,PE,31132.779
10665,Peru,Drugs,2016,Counts,35.0,IAFQ,Firearms,PER,PE,31132.779
10666,Peru,other weapons,2016,Counts,37.0,IAFQ,Firearms,PER,PE,31132.779
10667,Peru,Illicit trafficking of arms and terrorism,2020,Counts,41.0,IAFQ,Firearms,PER,PE,33304.756
10668,Peru,pistol,2017,Counts,51.0,IAFQ,Firearms,PER,PE,31605.486
10669,Peru,no marking,2017,Counts,54.0,IAFQ,Firearms,PER,PE,31605.486
10670,Peru,shotgun (Including Short Carbine),2016,Counts,59.0,IAFQ/SOF,Firearms,PER,PE,31132.779
10671,Peru,illicit use,2016,Counts,59.0,IAFQ,Firearms,PER,PE,31132.779
10672,Peru,Other arms offences,2016,Counts,59.0,IAFQ,Firearms,PER,PE,31132.779
10673,Peru,altered marking,2016,Counts,63.0,IAFQ,Firearms,PER,PE,31132.779
10674,Peru,revolver,2017,Counts,67.0,IAFQ,Firearms,PER,PE,31605.486
10675,Peru,Illicit trafficking of arms and terrorism,2019,Counts,67.0,IAFQ,Firearms,PER,PE,32824.861
10676,Peru,rifle (Inlcuding Carbine),2020,Counts,68.0,IAFQ/SOF,Firearms,PER,PE,33304.756
10677,Peru,Illicit trafficking of arms and terrorism,2018,Counts,68.0,IAFQ,Firearms,PER,PE,32203.944
10678,Peru,Other arms offences,2018,Counts,85.0,IAFQ,Firearms,PER,PE,32203.944
10679,Peru,otherwise illicitly manufactured,2016,Counts,88.0,IAFQ,Firearms,PER,PE,31132.779
10680,Peru,altered marking,2017,Counts,111.0,IAFQ,Firearms,PER,PE,31605.486
10681,Peru,revolver,2018,Counts,112.0,IAFQ/SOF,Firearms,PER,PE,32203.944
10682,Peru,uniquely marked,2017,Counts,114.0,IAFQ,Firearms,PER,PE,31605.486
10683,Peru,Illicit trafficking andIllicit possession/use of arms,2018,Counts,119.0,IAFQ,Firearms,PER,PE,32203.944
10684,Peru,shotgun (Including Short Carbine),2020,Counts,129.0,IAFQ/SOF,Firearms,PER,PE,33304.756
10685,Peru,Illicit trafficking andIllicit possession/use of arms,2017,Counts,137.0,IAFQ,Firearms,PER,PE,31605.486
10686,Peru,pistol,2018,Counts,144.0,IAFQ/SOF,Firearms,PER,PE,32203.944
10687,Peru,illicit trafficking,2020,Counts,154.0,IAFQ,Firearms,PER,PE,33304.756
10688,Peru,illicit offences,2020,Counts,154.0,IAFQ,Firearms,PER,PE,33304.756
10689,Peru,other weapons,2016,Counts,182.0,IAFQ/SOF,Firearms,PER,PE,31132.779
10690,Peru,Other forms of organized crime,2018,Counts,198.0,IAFQ,Firearms,PER,PE,32203.944
10691,Peru,other weapons,2017,Counts,217.0,IAFQ/SOF,Firearms,PER,PE,31605.486
10692,Peru,unknown Status On Marking,2018,Counts,283.0,IAFQ,Firearms,PER,PE,32203.944
10693,Peru,national territory,2018,Counts,283.0,IAFQ,Firearms,PER,PE,32203.944
10694,Peru,otherwise illicitly manufactured,2020,Counts,293.0,IAFQ,Firearms,PER,PE,33304.756
10695,Peru,illicit manufacture,2020,Counts,293.0,IAFQ,Firearms,PER,PE,33304.756
10696,Peru,Drugs,2017,Counts,318.0,IAFQ,Firearms,PER,PE,31605.486
10697,Peru,Illicit trafficking andIllicit possession/use of arms,2016,Counts,369.0,IAFQ,Firearms,PER,PE,31132.779
10698,Peru,altered marking,2016,Counts,374.0,IAFQ,Firearms,PER,PE,31132.779
10699,Peru,shotgun (Including Short Carbine),2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10700,Peru,shotgun (Including Short Carbine),2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10701,Peru,Not uniquely identifiable - Erased or altered marking,2016,Counts,604.0,IAFQ,Firearms,PER,PE,31132.779
10702,Peru,Uniquely identifiable - total uniquely identifiable through marking,2018,Counts,280.0,IAFQ,Firearms,PER,PE,32203.944
10703,Peru,"Uniquely identifiable - tracing attempted, no point of diversion identified",2016,Counts,604.0,IAFQ,Firearms,PER,PE,31132.779
10704,Peru,Uniquely identifiable - from illegitimate owner in national registry,2018,Counts,280.0,IAFQ,Firearms,PER,PE,32203.944
10705,Peru,Uniquely identifiable - from legitimate owner in national registry,2020,Counts,390.0,IAFQ,Firearms,PER,PE,33304.756
10706,Peru,Unknown status regarding marking,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10707,Peru,Not uniquely identifiable - No further information available,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10708,Peru,no marking,2020,Counts,435.0,IAFQ,Firearms,PER,PE,33304.756
10709,Peru,Not uniquely identifiable - No further information available,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10710,Peru,Not uniquely identifiable - No further information available,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10711,Peru,Not uniquely identifiable - Illicitly manufactured,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10712,Peru,Not uniquely identifiable - Illicitly manufactured,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10713,Peru,shotgun (Including Short Carbine),2017,Counts,481.0,IAFQ/SOF,Firearms,PER,PE,31605.486
10714,Peru,Uniquely identifiable - no tracing procedure initiated,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10715,Peru,Uniquely identifiable - no tracing procedure initiated,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10716,Peru,Uniquely identifiable - no tracing procedure initiated,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10717,Peru,Uniquely identifiable - tracing procedure pending,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10718,Peru,Uniquely identifiable - tracing procedure pending,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10719,Peru,Uniquely identifiable - tracing procedure pending,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10720,Peru,Uniquely identifiable - point of diversion otherwise identified,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10721,Peru,Uniquely identifiable - point of diversion otherwise identified,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10722,Peru,Uniquely identifiable - point of diversion otherwise identified,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10723,Peru,Uniquely identifiable - from illegitimate owner in foreign registry,2017,Counts,0.0,IAFQ,Firearms,PER,PE,31605.486
10724,Peru,Uniquely identifiable - from illegitimate owner in foreign registry,2016,Counts,0.0,IAFQ,Firearms,PER,PE,31132.779
10725,Peru,Uniquely identifiable - from illegitimate owner in foreign registry,2020,Counts,0.0,IAFQ,Firearms,PER,PE,33304.756
10726,Peru,Not uniquely identifiable - Illicitly manufactured,2018,Counts,3.0,IAFQ,Firearms,PER,PE,32203.944
10727,Peru,"Uniquely identifiable - tracing attempted, no point of diversion identified",2017,Counts,9.0,IAFQ,Firearms,PER,PE,31605.486
10728,Peru,Uniquely identifiable - from legitimate owner in national registry,2016,Counts,31.0,IAFQ,Firearms,PER,PE,31132.779
10729,Peru,other weapons,2020,Counts,535.0,IAFQ/SOF,Firearms,PER,PE,33304.756
10730,Peru,Uniquely identifiable - from illegitimate owner in national registry,2016,Counts,36.0,IAFQ,Firearms,PER,PE,31132.779
10731,Peru,Uniquely identifiable - from legitimate owner in national registry,2017,Counts,44.0,IAFQ,Firearms,PER,PE,31605.486
10732,Peru,"Uniquely identifiable - tracing attempted, no point of diversion identified",2016,Counts,56.0,IAFQ,Firearms,PER,PE,31132.779
10733,Peru,revolver,2016,Counts,551.0,IAFQ/SOF,Firearms,PER,PE,31132.779
10734,Peru,Uniquely identifiable - from illegitimate owner in national registry,2017,Counts,121.0,IAFQ,Firearms,PER,PE,31605.486
10735,Peru,Uniquely identifiable - total uniquely identifiable through marking,2016,Counts,123.0,IAFQ,Firearms,PER,PE,31132.779
10736,Peru,Uniquely identifiable - total uniquely identifiable through marking,2017,Counts,174.0,IAFQ,Firearms,PER,PE,31605.486
10737,Peru,"Uniquely identifiable - tracing attempted, no point of diversion identified",2017,Counts,184.0,IAFQ,Firearms,PER,PE,31605.486
10738,Peru,Not uniquely identifiable - Erased or altered marking,2017,Counts,184.0,IAFQ,Firearms,PER,PE,31605.486
10739,Peru,Not uniquely identifiable - Erased or altered marking,2020,Counts,242.0,IAFQ,Firearms,PER,PE,33304.756
10740,Peru,Not uniquely identifiable - Illicitly manufactured,2020,Counts,293.0,IAFQ,Firearms,PER,PE,33304.756
10741,Peru,Uniquely identifiable - from illegitimate owner in national registry,2016,Counts,396.0,IAFQ,Firearms,PER,PE,31132.779
10742,Peru,Uniquely identifiable - from legitimate owner in national registry,2016,Counts,628.0,IAFQ,Firearms,PER,PE,31132.779
10743,Peru,Uniquely identifiable - from illegitimate owner in national registry,2020,Counts,642.0,IAFQ,Firearms,PER,PE,33304.756
10744,Peru,Uniquely identifiable - from legitimate owner in national registry,2020,Counts,1.0,IAFQ,Firearms,PER,PE,33304.756
10745,Peru,Uniquely identifiable - total uniquely identifiable through marking,2020,Counts,1.0,IAFQ,Firearms,PER,PE,33304.756
10746,Peru,Uniquely identifiable - from legitimate owner in national registry,2016,Counts,4.0,IAFQ,Firearms,PER,PE,31132.779
10747,Peru,Uniquely identifiable - total uniquely identifiable through marking,2016,Counts,4.0,IAFQ,Firearms,PER,PE,31132.779
10748,Peru,Uniquely identifiable - from legitimate owner in national registry,2017,Counts,5.0,IAFQ,Firearms,PER,PE,31605.486
10749,Peru,"Uniquely identifiable - tracing attempted, no point of diversion identified",2020,Counts,1144.0,IAFQ,Firearms,PER,PE,33304.756
10750,Peru,Uniquely identifiable - total uniquely identifiable through marking,2017,Counts,5.0,IAFQ,Firearms,PER,PE,31605.486
10751,Peru,Uniquely identifiable - total uniquely identifiable through marking,2016,Counts,1628.0,IAFQ,Firearms,PER,PE,31132.779
10752,Peru,Uniquely identifiable - from legitimate owner in national registry,2017,Counts,2123.0,IAFQ,Firearms,PER,PE,31605.486
10753,Peru,Uniquely identifiable - total uniquely identifiable through marking,2020,Counts,2176.0,IAFQ,Firearms,PER,PE,33304.756
10754,Peru,Uniquely identifiable - from illegitimate owner in national registry,2017,Counts,2479.0,IAFQ,Firearms,PER,PE,31605.486
10755,Peru,Uniquely identifiable - total uniquely identifiable through marking,2017,Counts,4786.0,IAFQ,Firearms,PER,PE,31605.486
10756,Peru,Illicit trafficking and other arms offences,2020,Counts,767.0,IAFQ,Firearms,PER,PE,33304.756
10757,Peru,pistol,2016,Counts,793.0,IAFQ/SOF,Firearms,PER,PE,31132.779
10758,Peru,illicit posession,2020,Counts,815.0,IAFQ,Firearms,PER,PE,33304.756
10759,Peru,revolver,2020,Counts,838.0,IAFQ/SOF,Firearms,PER,PE,33304.756
10760,Peru,Illicit trafficking and other arms offences,2018,Counts,921.0,IAFQ,Firearms,PER,PE,32203.944
10761,Peru,illicit use,2017,Counts,1118.0,IAFQ,Firearms,PER,PE,31605.486
10762,Peru,Other arms offences,2017,Counts,1118.0,IAFQ,Firearms,PER,PE,31605.486
10763,Peru,pistol,2020,Counts,1131.0,IAFQ/SOF,Firearms,PER,PE,33304.756
10764,Peru,Other,2020,Counts,1195.0,IAFQ,Firearms,PER,PE,33304.756
10765,Peru,unknown,2020,Counts,1443.0,IAFQ,Firearms,PER,PE,33304.756
10766,Peru,Industrially manufactured arms,2016,Counts,1533.0,IAFQ,Firearms,PER,PE,31132.779
10767,Peru,other,2016,Counts,1569.0,IAFQ,Firearms,PER,PE,31132.779
10768,Peru,national territory,2016,Counts,1628.0,IAFQ,Firearms,PER,PE,31132.779
10769,Peru,revolver,2017,Counts,1914.0,IAFQ/SOF,Firearms,PER,PE,31605.486
10770,Peru,pistol,2017,Counts,2129.0,IAFQ/SOF,Firearms,PER,PE,31605.486
10771,Peru,uniquely marked,2020,Counts,2176.0,IAFQ,Firearms,PER,PE,33304.756
10772,Peru,Industrially manufactured arms,2020,Counts,2418.0,IAFQ,Firearms,PER,PE,33304.756
10773,Peru,Other arms offences,2020,Counts,2426.0,IAFQ,Firearms,PER,PE,33304.756
10774,Peru,national territory,2020,Counts,2711.0,IAFQ,Firearms,PER,PE,33304.756
10775,Peru,Other,2017,Counts,3271.0,IAFQ,Firearms,PER,PE,31605.486
10776,Peru,other,2017,Counts,3653.0,IAFQ,Firearms,PER,PE,31605.486
10777,Peru,uniquely marked,2017,Counts,4675.0,IAFQ,Firearms,PER,PE,31605.486
10778,Peru,Industrially manufactured arms,2017,Counts,4756.0,IAFQ,Firearms,PER,PE,31605.486
10779,Peru,national territory,2017,Counts,4786.0,IAFQ,Firearms,PER,PE,31605.486
10780,Peru,Illicit trafficking of arms and drug trafficking,2020,Counts,13165.0,IAFQ,Firearms,PER,PE,33304.756
10781,Peru,Illicit trafficking of arms and drug trafficking,2018,Counts,16696.0,IAFQ,Firearms,PER,PE,32203.944
10782,Peru,Illicit trafficking of arms and other offences,2018,Counts,174354.0,IAFQ,Firearms,PER,PE,32203.944
10783,Philippines,Unknown status on type,2017,Counts,0.0,IAFQ,Firearms,PHL,PH,106738.501
10784,Philippines,Unknown status on type,2016,Counts,0.0,IAFQ,Firearms,PHL,PH,104875.266
10785,Philippines,other weapons,2017,Counts,0.0,IAFQ,Firearms,PHL,PH,106738.501
10786,Philippines,other weapons,2016,Counts,0.0,IAFQ,Firearms,PHL,PH,104875.266
10787,Philippines,submachine gun,2016,Counts,0.0,IAFQ,Firearms,PHL,PH,104875.266
10788,Philippines,machine gun,2017,Counts,0.0,IAFQ,Firearms,PHL,PH,106738.501
10789,Philippines,machine gun,2016,Counts,0.0,IAFQ,Firearms,PHL,PH,104875.266
10790,Philippines,shotgun (Including Short Carbine),2017,Counts,0.0,IAFQ,Firearms,PHL,PH,106738.501
10791,Philippines,Assembled arms,2017,Counts,1.0,IAFQ,Firearms,PHL,PH,106738.501
10792,Philippines,illicit trafficking,2017,Counts,1.0,IAFQ,Firearms,PHL,PH,106738.501
10793,Philippines,planes and airports,2017,Counts,1.0,IAFQ,Firearms,PHL,PH,106738.501
10794,Philippines,Unknown status on type,2017,Counts,1.0,IAFQ,Firearms,PHL,PH,106738.501
10795,Philippines,rifle (Inlcuding Carbine),2017,Counts,2.0,IAFQ,Firearms,PHL,PH,106738.501
10796,Philippines,otherwise illicitly manufactured,2017,Counts,2.0,IAFQ,Firearms,PHL,PH,106738.501
10797,Philippines,illicit use,2016,Counts,2.0,IAFQ,Firearms,PHL,PH,104875.266
10798,Philippines,revolver,2016,Counts,3.0,IAFQ,Firearms,PHL,PH,104875.266
10799,Philippines,rifle (Inlcuding Carbine),2016,Counts,3.0,IAFQ,Firearms,PHL,PH,104875.266
10800,Philippines,otherwise illicitly manufactured,2016,Counts,3.0,IAFQ,Firearms,PHL,PH,104875.266
10801,Philippines,unknown,2016,Counts,3.0,IAFQ,Firearms,PHL,PH,104875.266
10802,Philippines,unknown,2016,Counts,3.0,IAFQ,Firearms,PHL,PH,104875.266
10803,Philippines,no marking,2016,Counts,4.0,IAFQ,Firearms,PHL,PH,104875.266
10804,Philippines,illicit use,2017,Counts,4.0,IAFQ,Firearms,PHL,PH,106738.501
10805,Philippines,Other arms offences,2017,Counts,4.0,IAFQ,Firearms,PHL,PH,106738.501
10806,Philippines,shotgun (Including Short Carbine),2016,Counts,5.0,IAFQ,Firearms,PHL,PH,104875.266
10807,Philippines,submachine gun,2017,Counts,5.0,IAFQ,Firearms,PHL,PH,106738.501
10808,Philippines,Assembled arms,2016,Counts,5.0,IAFQ,Firearms,PHL,PH,104875.266
10809,Philippines,otherwise illicitly manufactured,2016,Counts,5.0,IAFQ,Firearms,PHL,PH,104875.266
10810,Philippines,illicit trafficking,2016,Counts,5.0,IAFQ,Firearms,PHL,PH,104875.266
10811,Philippines,planes and airports,2016,Counts,5.0,IAFQ,Firearms,PHL,PH,104875.266
10812,Philippines,Industrially manufactured arms,2017,Counts,8.0,IAFQ,Firearms,PHL,PH,106738.501
10813,Philippines,Industrially manufactured arms,2016,Counts,8.0,IAFQ,Firearms,PHL,PH,104875.266
10814,Philippines,uniquely marked,2016,Counts,8.0,IAFQ,Firearms,PHL,PH,104875.266
10815,Philippines,uniquely marked,2017,Counts,8.0,IAFQ,Firearms,PHL,PH,106738.501
